Date,Close,High,Low,Open,Volume
2015-10-19,172.32691955566406,172.32691955566406,171.27620557376218,171.58972340002174,76523900
2015-10-20,172.10655212402344,172.72511865129673,171.63203462750522,171.886244123392,78448500
2015-10-21,171.0389404296875,172.682801426114,170.86945876048168,172.530283439392,102038000
2015-10-22,173.9284210205078,174.14026018263775,171.03894467557888,171.99644889625355,174911700
2015-10-23,175.8349151611328,176.2077540315652,174.80962119707584,175.61460716025553,144442300
2015-10-26,175.4027557373047,175.7162734337493,175.02991689308345,175.65696521560383,69033000
2015-10-27,175.06385803222656,175.4027954602962,174.3774884064893,174.72490767452285,77905800
2015-10-28,177.05511474609375,177.08053440337167,174.73336651715928,175.4027723748657,135906700
2015-10-29,176.9534912109375,177.32633020660614,176.42813422411518,176.54676363822463,90525500
2015-10-30,176.19082641601562,177.4703429738629,176.02983954594936,177.14834337446285,131076900
2015-11-02,178.27529907226562,178.47018740931264,176.39416697135877,176.52127817957935,86270800
2015-11-03,178.79225158691406,179.3515100741375,177.6906853656172,177.9194752794152,95246100
2015-11-04,178.2499237060547,179.21590965224308,177.70761603327583,179.08881134207414,96224500
2015-11-05,178.0719757080078,178.77528320355773,177.17377982417906,178.309234510165,78408700
2015-11-06,177.97872924804688,178.21600093088423,176.63991753908945,177.72453267649314,110471500
2015-11-09,176.31793212890625,177.51270782964448,175.36041520041817,177.36017694483604,131008700
2015-11-10,176.72471618652344,176.75861769606087,175.56384161279863,175.83498904091036,75874600
2015-11-11,176.0298309326172,177.04665607141155,175.9620408660798,176.99581675391678,67846000
2015-11-12,173.57249450683594,175.4536268861299,173.55555668693853,174.97910933633207,121315200
2015-11-13,171.6236114501953,173.428485265306,171.5388835423609,173.15733785874482,153577100
2015-11-16,174.23342895507812,174.29275011274885,171.318520700954,171.43716301629547,117645200
2015-11-17,174.10633850097656,175.43668146278895,173.60640127652118,174.5469674947234,121123700
2015-11-18,176.86871337890625,177.01276242807776,174.54696491273344,174.58932239276987,121342500
2015-11-19,176.71617126464844,177.13984944417066,176.4195913671301,176.75005982997217,88220500
2015-11-20,177.3601531982422,178.04650976390107,176.97884543172407,177.47878256848406,94011500
2015-11-23,177.15682983398438,177.9279144232144,176.69078117260307,177.41950828049906,64931200
2015-11-24,177.39407348632812,177.80080095172923,175.7501999462227,176.1399766627558,98874400
2015-11-25,177.36865234375,177.72454048920227,177.10596099220945,177.5211702933869,51980100
2015-11-27,177.57203674316406,177.7754069700547,176.97888974344332,177.46187625406063,37317800
2015-11-30,176.83480834960938,177.85163343888075,176.7246478806472,177.73300406062629,112822700
2015-12-01,178.5210418701172,178.63968417971043,177.1906990326763,177.47032819893315,97858400
2015-12-02,176.69921875,178.79218997027854,176.44500925890264,178.47019041957975,108441300
2015-12-03,174.22491455078125,177.22454990876966,173.49618767753898,176.95340263922577,166224200
2015-12-04,177.6228790283203,177.9194589979419,174.224983857138,174.224983857138,192913900
2015-12-07,176.54672241210938,177.71606552680555,175.57225473195692,177.2923872996871,102027100
2015-12-08,175.36038208007812,176.4958364084837,174.36897676978688,174.97060542627008,103372400
2015-12-09,173.99618530273438,176.82635298600337,173.0132486330945,174.71644351902648,162401500
2015-12-10,174.44525146484375,175.76712533110836,173.82668493606755,174.06394368490314,116128900
2015-12-11,171.06431579589844,172.979336623438,170.75078513276736,172.30993075011187,211173300
2015-12-14,171.92864990234375,172.05576115081578,169.4289505046884,171.22535529860164,182385200
2015-12-15,173.73355102539062,174.64869785434334,171.90325736748517,173.45392175018526,154069600
2015-12-16,176.2755584716797,176.58060730604126,173.5386008017566,174.8689436838105,197017000
2015-12-17,173.58949279785156,176.65691989172578,173.57254204367828,176.5891298046697,173092500
2015-12-18,170.4969482421875,172.9774208528692,170.33499025935393,172.8410468205844,251393500
2015-12-21,171.9033966064453,172.08240621497262,170.556603906149,171.6817774304156,99094300
2015-12-22,173.46328735351562,173.7616323624081,171.8011110342458,172.7984168258077,111026200
2015-12-23,175.61134338378906,175.65396595883217,174.3838860594175,174.4776505218788,110987200
2015-12-24,175.3214874267578,175.87555479354924,175.09986828399016,175.35559068354146,48539600
2015-12-28,174.92086791992188,174.96347748010618,173.83831715566686,174.62252295914428,65899900
2015-12-29,176.7876434326172,177.12007870294087,175.99491817514675,176.0290084307717,92640700
2015-12-30,175.53460693359375,176.62569016107992,175.38970059247507,176.54044501614752,63317700
2015-12-31,173.77867126464844,175.5005217910851,173.77867126464844,174.8527028931131,114877900
2016-01-04,171.349365234375,171.35788454770588,169.27802751547435,170.89759450271976,222353500
2016-01-05,171.63919067382812,172.09948075289148,170.5225492353092,171.67328093626068,110845800
2016-01-06,169.47406005859375,170.53102702223464,168.43413171872683,169.06489896952337,152112600
2016-01-07,165.40811157226562,168.2977451123554,165.016002112566,166.49918179936492,213436100
2016-01-08,163.59249877929688,166.94243533813776,163.3026860916041,166.37984858679297,209817200
2016-01-11,163.7544403076172,164.862562068392,161.80245151115955,164.52159452307103,187941300
2016-01-12,165.07574462890625,165.83437991335984,162.92769353999725,165.21213171538045,172330500
2016-01-13,160.9585723876953,166.0985394776895,160.5749952777788,165.74905261920875,221168900
2016-01-14,163.60104370117188,164.73473669334837,159.9613068914627,161.5723415631692,240795600
2016-01-15,160.08917236328125,160.89894941013037,158.1371829342835,159.20268247134445,324846400
2016-01-19,160.30226135253906,162.04968307561973,158.71679762911452,161.92182834251503,195244400
2016-01-20,158.2479705810547,159.8249149444741,154.30136952583686,157.71948702441213,286547800
2016-01-21,159.1344757080078,160.99270050296772,157.3870540112103,158.72532756164156,195772900
2016-01-22,162.3991241455078,162.60369166068716,161.00118976326212,161.7683439583478,168319600
2016-01-25,159.94424438476562,162.08376248384707,159.74819613826904,161.8877142373505,130371700
2016-01-26,162.1263427734375,162.4076361006503,160.26811855961972,160.60907307386375,141036800
2016-01-27,160.36192321777344,163.28564728004503,159.44984950323914,161.59789990009403,185681700
2016-01-28,161.19728088378906,162.12639328014131,159.53510434752016,161.921825710499,143798800
2016-01-29,165.12681579589844,165.2632028239457,161.85360516226137,161.972940560157,210529300
2016-02-01,165.067138671875,165.85987687760775,163.52429783832528,164.11245550560835,136061600
2016-02-02,162.09226989746094,163.6351107006334,161.5637734351839,163.62659138916754,182564900
2016-02-03,163.0640106201172,163.4731586972966,159.483935679986,163.15777507598986,205054900
2016-02-04,163.3197479248047,164.300002138301,161.92181327771752,162.5611128969327,139531800
2016-02-05,160.2084503173828,163.37937684265293,159.56915082449095,162.79975154559008,180788300
2016-02-08,158.0519256591797,158.64860275290084,155.81864296271547,158.35027070933285,191526700
2016-02-09,158.0604248046875,159.3475563068239,156.1595776605917,156.29596469506424,184513100
2016-02-10,157.9240264892578,160.5408856520057,157.7961587866361,158.89576119890793,148214100
2016-02-11,155.86973571777344,156.9267155267144,154.3609853226791,155.4264844422071,219058900
2016-02-12,159.08331298828125,159.10035161248473,156.80740802511536,157.65980747228986,127632400
2016-02-16,161.76841735839844,161.7939883093983,159.93576316827503,160.90749832603225,120250700
2016-02-17,164.4108123779297,164.78587022222942,162.81681653965572,162.9446842628944,136009500
2016-02-18,163.73741149902344,164.74324963967803,163.42202785640524,164.68357543346175,102343000
2016-02-19,163.6606903076172,163.8141159616207,162.33946859183806,162.95319722101826,114793000
2016-02-22,166.03036499023438,166.17527133695657,165.18648484646965,165.25467836373602,103640300
2016-02-23,163.93345642089844,165.63825519562533,163.8141080203484,165.36548114850945,111455300
2016-02-24,164.68357849121094,164.9648718830597,161.3762773220286,162.49291857032924,150812200
2016-02-25,166.67822265625,166.6867549770072,164.3682268770997,165.13538136323072,110728300
2016-02-26,166.29461669921875,167.6499287937699,166.13265871183512,167.55617733432072,129833700
2016-02-29,164.99041748046875,167.2663222031531,164.7943692701772,166.3116390853001,125918100
2016-03-01,168.8688507080078,168.954095853192,165.74906568906206,166.22640728629426,141799700
2016-03-02,169.62753295898438,169.67867485771714,168.13583354854103,168.55351406583637,102415000
2016-03-03,170.2923126220703,170.30936424806146,168.86880750643311,169.44843272433485,95172200
2016-03-04,170.84645080566406,171.6306699074241,169.65309653183112,170.48844452351418,129293600
2016-03-07,170.98277282714844,171.39193385675247,169.84056088431146,169.91727369989428,100219000
2016-03-08,169.11602783203125,170.4116785011559,168.95408287914992,169.90024668907287,123974900
2016-03-09,169.95143127441406,170.3009052148483,169.14164127361622,169.93437964108534,94801200
2016-03-10,170.08775329589844,171.39193621163128,168.24658066370773,170.44577245336632,156838700
2016-03-11,172.8325653076172,172.87518789561602,170.0707984948854,171.55396570717832,137964500
2016-03-14,172.61087036132812,173.0711602927289,171.9886224705105,172.32105770057274,73612000
2016-03-15,172.32958984375,172.63645415639417,171.37490665178285,171.6391483919464,93169100
2016-03-16,173.3269500732422,173.73611128972834,171.80116034901386,171.84378293488788,129303200
2016-03-17,174.42649841308594,174.9379302638817,172.84103496311133,173.24166373318866,134278500
2016-03-18,175.1119384765625,175.45465158410124,174.6149953190644,174.9320055972211,138372400
2016-03-21,175.3603515625,175.5916900320643,174.61494358393676,174.84628205350103,72926700
2016-03-22,175.2661590576172,175.84021071506817,174.4179395232297,174.580719754775,97471900
2016-03-23,174.1094512939453,175.06905824666782,173.93808170353267,174.8805621561453,81052500
2016-03-24,174.0323944091797,174.06667356946406,172.85002485275044,173.07278709992255,84360900
2016-03-28,174.1352081298828,174.66641741866914,173.68110733650062,174.45221843787874,62408200
2016-03-29,175.7459259033203,175.85731352542308,173.41544060510483,173.72388757321173,92922900
2016-03-30,176.51705932617188,177.24532784987736,176.14863036527888,176.7569610838237,86365300
2016-03-31,176.0886993408203,176.8512471788865,175.92590602589584,176.42284922326127,94584100
2016-04-01,177.28819274902344,177.4766888787653,174.76921090035233,175.0862342496456,114423500
2016-04-04,176.71414184570312,177.41672070924983,176.40569482062577,177.21108500130927,63497000
2016-04-05,174.94915771484375,176.72271843766734,174.69211632893175,175.36041608810214,99662200
2016-04-06,176.85980224609375,176.91978423246587,174.76921822761167,174.94915111306062,91839800
2016-04-07,174.74354553222656,176.122987646331,174.0067004326365,175.7631348870433,113859000
2016-04-08,175.21473693847656,176.37141647047082,174.67495141372376,175.93444225570292,95040600
2016-04-11,174.8035125732422,176.5599468773733,174.70926449623022,175.85736792625343,83757500
2016-04-12,176.43138122558594,176.71412539505792,174.52929359362224,174.97483104918408,115350600
2016-04-13,178.21351623535156,178.29920103993095,177.21963002635923,177.35672048422006,96336400
2016-04-14,178.22207641601562,178.72759583646024,177.87080010008924,178.27349514207685,65212900
2016-04-15,178.0250701904297,178.35922010439774,177.69948352986154,178.22212960798282,75761600
2016-04-18,179.27598571777344,179.31025180267747,177.3567581214363,178.0250579032468,82531000
2016-04-19,179.84146118164062,180.09850257638064,179.01894440687462,179.7043837682919,88316100
2016-04-20,180.01278686523438,180.71535256069967,179.4044561487027,179.88425966241857,81100300
2016-04-21,179.04461669921875,180.14131426095457,178.7704357719517,180.02992662504406,85695000
2016-04-22,179.04461669921875,179.3187845528196,178.13641525656246,178.68476403743037,99251700
2016-04-25,178.7362060546875,178.77904846749703,177.8194281005049,178.43632223868954,66166500
2016-04-26,179.00181579589844,179.51589861687887,178.52201213560696,179.10462713062685,75864200
2016-04-27,179.3701934814453,179.76431220077498,178.25635640419694,178.61620904632355,77329400
2016-04-28,177.7423553466797,179.72155232402153,177.32253360825655,178.60772780898984,97216200
2016-04-29,176.7826385498047,177.46807764776702,175.66880164982385,177.1167883124326,142424100
2016-05-02,178.18785095214844,178.36777077654165,176.85125139055384,177.28821260917718,62188000
2016-05-03,176.63705444335938,177.18540332299136,175.88306983123965,176.94550150525666,106422100
2016-05-04,175.65174865722656,176.37146725535675,175.14624213935582,175.63462214974166,92243800
2016-05-05,175.617431640625,176.48279066977716,175.1890337516785,176.12293801190202,67619200
2016-05-06,176.2600860595703,176.3029284771951,174.6835844508718,174.83780146591673,89315000
2016-05-09,176.40570068359375,176.84266186961483,175.95159991959125,176.13153280422782,74374900
2016-05-10,178.59912109375,178.61626067413837,177.04832244717127,177.11686769505536,77472200
2016-05-11,176.92832946777344,178.67618711542937,176.92832946777344,178.13641466138338,81727000
2016-05-12,176.979736328125,177.77656321130033,175.9601472460223,177.605193594331,89586300
2016-05-13,175.43751525878906,177.23679179088904,175.11194172269205,176.6798797123981,96474600
2016-05-16,177.16822814941406,177.6480316884882,175.5488846682059,175.6088666474231,77486800
2016-05-17,175.5146484375,177.18539785720944,174.98342608004427,176.89409038375612,114924900
2016-05-18,175.56605529785156,176.75700110501384,174.4693575649396,175.1633601691155,120062100
2016-05-19,174.95773315429688,175.2490406442435,173.74108445481184,174.8377822423383,115430500
2016-05-20,176.0630340576172,176.5856801978893,175.52324833483777,175.57465400868895,104990400
2016-05-23,175.8230743408203,176.36284681231126,175.63457821627853,176.0801026254986,58682600
2016-05-24,178.1021270751953,178.41915039048507,176.61987409908875,176.6455769255088,93537800
2016-05-25,179.3102569580078,179.73009168374642,178.10217152012902,178.78761090093272,76621400
2016-05-26,179.3616485595703,179.67867192911402,179.0446382636944,179.44733337807787,55280700
2016-05-27,180.13275146484375,180.14131471621766,179.47301504639802,179.52442070197395,64211200
2016-05-31,179.7900390625,180.51832076866413,179.22455066056082,180.4069331239487,109879400
2016-06-01,180.158447265625,180.33836705312308,178.97606493883185,179.17312430207545,69936200
2016-06-02,180.70681762695312,180.72394413108012,179.27597011231168,179.75577370121334,63044700
2016-06-03,180.16702270507807,180.51831212646505,178.95037421815258,180.1413198765539,101757100
2016-06-06,181.08377075195312,181.44362336584084,180.36405245051327,180.52684572020007,64887000
2016-06-07,181.3665313720703,181.93201974617932,181.21231440113144,181.23801722962125,60974800
2016-06-08,181.9577789306641,182.0863061865872,181.37516387289187,181.5036780551444,66170900
2016-06-09,181.70925903320312,181.8292099250293,180.94671127652285,181.220879140554,73786900
2016-06-10,179.98709106445312,180.66395396050683,179.43872922890029,180.32124088695204,113829200
2016-06-13,178.59912109375,180.24416782196076,178.51344933914683,179.37880858055377,117751200
2016-06-14,178.24781799316406,178.84758559794517,177.28821074338353,178.2135519086726,125059300
2016-06-15,177.99935913085938,179.37880113732325,177.81086297541697,178.24782420466872,109124500
2016-06-16,178.53054809570312,178.7019177256109,176.1486566650577,177.9993388492572,149533100
2016-06-17,177.8656463623047,178.45129101801513,177.20247909138834,178.42545452683106,117055700
2016-06-20,179.01112365722656,180.5269215164883,178.92499325339105,179.84653863614398,82789600
2016-06-21,179.5192413330078,179.9326383193906,178.9508122631982,179.3986666644106,72461700
2016-06-22,179.22640991210938,180.43215653684013,179.07998561900038,179.7000876379055,95560500
2016-06-23,181.5604553222656,181.6121283177718,180.2341335848642,180.69920368607697,102731400
2016-06-24,175.04074096679688,181.59486471010945,174.59288655478483,175.3766284903925,333444400
2016-06-27,171.9058380126953,173.6283413469241,171.08763841561063,173.61972041959214,230775800
2016-06-28,175.00633239746094,175.03216889559084,173.2149273910642,173.52497851028014,159382400
2016-06-29,177.9862518310547,178.21878029194443,176.31542168990384,176.4187676725215,137328600
2016-06-30,180.4149475097656,180.4666204933687,177.90009488840087,178.45991620796045,165021900
2016-07-01,180.79391479492188,181.28483446196736,180.2513221401148,180.41496202912995,106055300
2016-07-05,179.49346923828125,180.07050629799105,178.89059567900668,179.9585393721051,109803700
2016-07-06,180.57000732421875,180.6905820183552,178.33074798550646,178.9939153740849,96021500
2016-07-07,180.45803833007807,181.42263587202635,179.68291718267773,180.75086070650443,85593800
2016-07-08,183.1450958251953,183.39486607807245,181.5345599927952,181.76710153886808,133971000
2016-07-11,183.79107666015625,184.36812676691395,183.4035160885691,183.6102211928549,73633900
2016-07-12,185.12603759765625,185.42748092865776,183.81693142372148,184.7643134854487,101275600
2016-07-13,185.1001739501953,185.556636201624,184.6092674205092,185.5480284174734,87324100
2016-07-14,186.1336975097656,186.6073885331706,185.7375291204865,186.3748469141069,91230900
2016-07-15,185.8839263916016,186.90019692779532,185.4360718992446,186.7021127479985,107155400
2016-07-18,186.38345336914065,186.547093268307,185.7461224833494,186.0045005798408,58725900
2016-07-19,186.19395446777344,186.22839874370263,185.7116557548386,185.96141289487477,54345700
2016-07-20,186.9691162109375,187.2102656198849,186.193994988129,186.193994988129,58159500
2016-07-21,186.2628936767578,187.08108009682536,185.8150391495492,186.85715940404955,67777300
2016-07-22,187.0982818603516,187.1499548480373,186.1164556693566,186.3834415335032,62787500
2016-07-25,186.5901336669922,186.94324993873093,186.0044889504397,186.89157695099453,55873100
2016-07-26,186.6762542724609,187.0379783092776,185.8236105946154,186.4867778996064,70080500
2016-07-27,186.4781951904297,187.1241338733831,185.7030608858919,187.05523217020263,84083900
2016-07-28,186.6935272216797,186.98634963397004,185.8150468431511,186.28011696022065,65035700
2016-07-29,186.9949188232422,187.35664287111467,186.1422882609909,186.42650282895963,79519400
2016-08-01,186.83995056152344,187.4514319244488,186.3834882004693,187.05526349189455,73311400
2016-08-02,185.6427154541016,186.74511603773576,184.7986928819929,186.5900839741598,92295500
2016-08-03,186.18536376953125,186.2456576892639,185.2810601067929,185.5824902804869,53993600
2016-08-04,186.38345336914065,186.70211224120828,184.52314684439,186.2973229564249,46585500
2016-08-05,187.90786743164065,187.95093263989207,186.3834615644594,186.3834615644594,71892200
2016-08-08,187.79591369628903,188.200702998949,187.5289278033977,188.0973438707943,39906500
2016-08-09,187.90786743164065,188.4073949357133,187.58060076057376,187.86481536504564,51251700
2016-08-10,187.4427795410156,188.0973259626143,187.08966326522395,188.01981648012008,57941100
2016-08-11,188.3126678466797,188.5624381842834,187.7097943205527,187.9767802291477,72504300
2016-08-12,188.14903259277344,188.36434549537623,187.7442432845476,188.0026082543457,61313500
2016-08-15,188.6915740966797,189.04469033969383,188.51071865431425,188.51932643768504,49813500
2016-08-16,187.7184295654297,188.33851870984364,187.7184295654297,188.26963013730963,53213600
2016-08-17,188.07151794433597,188.20932136184948,186.90883610591567,187.75285904028595,75134300
2016-08-18,188.4935607910156,188.5280050790988,187.9337524034661,188.04570619598064,52989300
2016-08-19,188.21792602539065,188.39879465058428,187.52893523256552,188.01984182953623,75443000
2016-08-22,188.20928955078125,188.4418311358241,187.6064161281285,187.9767479657384,61368800
2016-08-23,188.58827209472656,189.13086483162436,188.5279781721125,188.82942150186844,53399200
2016-08-24,187.6236724853516,188.53659710870167,187.20165445648013,188.4418589039206,71728900
2016-08-25,187.49449157714844,187.9165096391544,187.0810944427629,187.23611344003572,69224800
2016-08-26,187.1413726806641,188.71746483977572,186.24567671141028,187.68396544704976,122506300
2016-08-29,188.0628967285156,188.3298826173458,187.23608942413733,187.2705468468836,70502200
2016-08-30,187.7528076171875,188.26094279573255,187.19299945664173,187.9767282530751,58114500
2016-08-31,187.2188720703125,187.5375309485691,186.4351299810076,187.4169562534188,85269500
2016-09-01,187.2275238037109,187.5203462547175,186.05622085802548,187.21029508845783,97844200
2016-09-02,188.07151794433597,188.50214376782284,187.4944809178624,188.08874665693943,79293900
2016-09-06,188.63995361328125,188.71746311015232,187.6322907289845,188.3557389830964,56702100
2016-09-07,188.6226959228516,188.80356452942237,188.0112146859309,188.4762847373684,76554900
2016-09-08,188.19207763671875,188.56242264903597,187.8820265428754,188.28681583599464,74102900
2016-09-09,183.6877593994141,186.91745323704677,183.6619229000456,186.8657802383099,221589100
2016-09-12,186.3231506347656,186.7279399003937,182.85230806139288,182.92120975997372,168110900
2016-09-13,183.6446533203125,185.2982546202072,183.01594340615708,185.0312687583736,182828800
2016-09-14,183.5757293701172,184.91067165911645,183.01592122069167,183.69630403960824,134185500
2016-09-15,185.4102020263672,185.7977625315601,183.2312370158889,183.4121055938608,134427900
2016-09-16,184.6934967041016,184.97049568724543,184.00102566231877,184.78871345355248,155236400
2016-09-19,184.72813415527344,186.00057020816067,184.3992011541617,185.35136867946468,80250500
2016-09-20,184.7367706298828,185.7495233485982,184.7021523626612,185.5937213340441,69665300
2016-09-21,186.81423950195312,186.9960085347166,184.75410241037375,185.446586687278,110284400
2016-09-22,187.99143981933597,188.29440580867404,187.5846190225096,187.8356377960457,76678700
2016-09-23,186.96136474609372,187.73174993188945,186.8661480059151,187.5932504538046,73630900
2016-09-26,185.44659423828125,186.3035318437084,185.24749625023856,186.1217628035436,89827300
2016-09-27,186.59788513183597,186.6930887005132,184.9099501619863,185.28216600117796,78494800
2016-09-28,187.5240478515625,187.6798631055836,185.85344205435965,186.82291222856892,87411000
2016-09-29,185.8274383544922,187.72310892259785,185.2734535809487,187.3162749098976,128070600
2016-09-30,187.229736328125,187.93952317988396,186.4160682432005,186.66708703993436,117202900
2016-10-03,186.7796630859375,187.0047149288596,186.1391126295613,186.81429457441345,83512100
2016-10-04,185.8274383544922,187.1171901402907,185.2301840456716,186.892138366302,119948100
2016-10-05,186.6497802734375,187.08258131236263,186.3900970084745,186.45934675966728,72816000
2016-10-06,186.7796630859375,187.0047149288596,185.87944250620615,186.4247629732949,62927400
2016-10-07,186.13905334472656,187.22972034761503,185.40329954948456,187.0566025845016,89788300
2016-10-10,187.1085205078125,187.57593974884105,186.96136976141395,187.1085205078125,51855000
2016-10-11,184.7454376220703,186.74498943533524,184.00968381064465,186.67573968695888,130367400
2016-10-12,184.98780822753903,185.5158259729949,184.38187626439705,184.8839270066368,73866100
